"Date","Price","Open","High","Low","Vol.","Change %"
"12/04/2016","11,297.93","11,552.80","11,640.99","11,228.07","1.99B","-2.17%"
"11/27/2016","11,548.15","11,352.88","11,580.14","11,103.06","2.13B","1.72%"
"11/20/2016","11,353.11","11,205.79","11,687.99","11,061.57","2.62B","1.17%"
"11/13/2016","11,221.56","10,940.70","11,336.31","10,624.98","3.31B","4.99%"
"11/06/2016","10,688.16","8,976.40","10,688.16","8,976.40","2.89B","21.31%"
"10/30/2016","8,810.51","8,349.26","9,231.09","8,338.02","1.27B","5.60%"
"10/23/2016","8,343.31","8,298.54","8,343.31","8,208.34","729.74M","0.80%"
"10/16/2016","8,277.21","8,504.30","8,613.44","8,134.43","934.77M","-2.68%"
"10/09/2016","8,505.12","8,367.88","8,506.35","8,182.28","901.51M","1.63%"
"10/02/2016","8,368.52","7,888.96","8,369.02","7,888.96","531.05M","6.18%"
"09/25/2016","7,881.11","7,918.95","8,047.40","7,872.66","479.62M","-0.41%"
"09/18/2016","7,913.94","7,978.13","8,064.61","7,900.96","535.97M","-0.82%"
"09/11/2016","7,979.25","8,189.70","8,189.70","7,979.25","168.12M","-2.55%"
"09/04/2016","8,188.20","8,137.46","8,314.58","8,128.42","435.42M","0.64%"
"08/28/2016","8,136.44","8,126.89","8,202.12","8,028.06","509.93M","0.06%"
"08/21/2016","8,131.49","8,316.41","8,405.99","8,131.49","656.50M","-2.23%"
"08/14/2016","8,317.17","8,377.71","8,481.13","8,277.15","1.04B","-0.72%"
"08/07/2016","8,377.71","8,249.78","8,388.07","8,196.27","1.80B","1.48%"
"07/31/2016","8,255.36","8,029.22","8,263.68","7,915.85","964.53M","2.80%"
"07/24/2016","8,030.85","7,437.15","8,031.49","7,437.15","918.09M","7.99%"
"07/17/2016","7,436.87","7,582.42","7,709.36","7,432.64","759.49M","-1.93%"
"07/10/2016","7,583.06","7,303.41","7,645.95","7,303.18","1.07B","5.57%"
"07/03/2016","7,182.80","6,944.20","7,182.80","6,944.20","254.22M","3.46%"
"06/26/2016","6,942.52","6,962.26","6,991.36","6,831.59","491.67M","-4.28%"
"06/19/2016","7,253.31","7,423.46","7,453.58","7,153.08","570.09M","-2.25%"
"06/12/2016","7,420.39","7,750.62","7,750.62","7,386.68","693.54M","-4.33%"
"06/05/2016","7,756.30","7,617.88","7,815.89","7,559.02","665.10M","1.82%"
"05/29/2016","7,617.88","7,528.82","7,632.77","7,450.02","643.18M","1.15%"
"05/22/2016","7,531.15","7,501.47","7,562.57","7,414.29","686.11M","0.42%"
"05/15/2016","7,499.49","7,515.69","7,670.21","7,326.95","846.69M","-0.28%"
"05/08/2016","7,520.52","7,546.10","7,684.92","7,491.56","669.37M","-0.36%"
"05/01/2016","7,547.49","7,774.91","7,791.31","7,429.64","505.13M","-2.90%"
"04/24/2016","7,773.23","7,780.69","7,993.98","7,702.22","697.86M","-0.11%"
"04/17/2016","7,781.45","7,468.08","7,918.88","7,468.08","1.43B","4.27%"
"04/10/2016","7,463.10","7,508.25","7,545.67","7,275.55","909.00M","-0.21%"
"04/03/2016","7,478.74","7,550.21","7,685.57","7,408.89","1.45B","-0.61%"
"03/27/2016","7,524.99","7,560.48","7,628.06","7,422.17","1.82B","-0.31%"
"03/20/2016","7,548.22","7,514.89","7,608.70","7,363.61","1.82B","0.84%"
"03/13/2016","7,485.69","6,570.94","7,488.74","6,562.78","2.33B","14.05%"
"03/06/2016","6,563.65","6,095.56","6,572.18","6,095.56","1.23B","7.79%"
"02/28/2016","6,089.34","6,079.81","6,185.21","6,034.21","599.32M","0.17%"
"02/21/2016","6,079.13","5,945.34","6,122.19","5,945.00","709.74M","2.27%"
"02/14/2016","5,944.47","5,826.07","5,965.39","5,753.67","727.41M","2.25%"
"02/07/2016","5,813.72","6,201.28","6,261.31","5,813.54","787.85M","-6.26%"
"01/31/2016","6,202.22","6,101.17","6,208.71","5,895.67","867.43M","3.60%"
"01/24/2016","5,986.78","5,887.09","6,001.86","5,799.00","706.52M","4.79%"
"01/17/2016","5,713.35","5,852.47","6,132.48","5,526.02","1.16B","-2.46%"
"01/10/2016","5,857.70","6,825.52","6,825.52","5,857.70","1.17B","-15.38%"
"01/03/2016","6,922.71","7,007.04","7,113.95","6,916.01","647.11M","-1.19%"
